Age Group,Job,Marital,Education,Default,Balance Group,Month,Response Rate
30+,admin.,single,tertiary,no,low,apr,0
30+,admin.,single,secondary,no,low,apr,0
30+,technician,married,secondary,no,low,apr,0
30+,management,single,tertiary,no,low,apr,0
30+,management,married,tertiary,no,low,apr,0
40+,blue-collar,single,primary,no,medium,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
20+,self-employed,single,tertiary,no,medium,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
20+,technician,single,secondary,no,medium,apr,0
40+,blue-collar,married,primary,no,medium,apr,0
30+,blue-collar,married,primary,no,medium,apr,0
20+,admin.,married,secondary,no,low,apr,0
40+,admin.,married,secondary,no,low,apr,0
50+,blue-collar,married,primary,no,medium,apr,0
30+,management,married,secondary,yes,low,apr,1
30+,blue-collar,married,unknown,no,low,apr,1
30+,blue-collar,married,secondary,no,low,apr,0
30+,technician,married,secondary,no,low,apr,1
30+,admin.,single,secondary,no,low,apr,0
20+,blue-collar,married,secondary,no,low,apr,0
20+,management,single,tertiary,no,low,apr,0
40+,management,married,secondary,no,low,apr,0
30+,services,divorced,secondary,no,low,apr,0
40+,blue-collar,married,secondary,no,medium,apr,0
30+,services,married,secondary,no,low,apr,0
20+,management,married,tertiary,no,low,apr,0
20+,housemaid,single,tertiary,no,low,apr,1
40+,blue-collar,married,secondary,no,low,apr,0
30+,blue-collar,single,primary,no,low,apr,0
30+,admin.,single,secondary,no,low,apr,0
30+,entrepreneur,married,primary,no,low,apr,0
40+,admin.,married,secondary,no,medium,apr,0
30+,entrepreneur,married,primary,no,low,apr,0
50+,retired,married,primary,no,low,apr,0
30+,management,single,tertiary,no,medium,apr,0
60+,retired,divorced,tertiary,no,low,apr,0
30+,admin.,single,secondary,no,low,apr,1
40+,services,single,secondary,no,low,apr,0
30+,technician,married,secondary,no,low,apr,0
20+,management,married,tertiary,no,low,apr,0
30+,services,single,secondary,no,low,apr,0
40+,entrepreneur,married,secondary,no,low,apr,1
20+,services,single,secondary,no,low,apr,0
40+,blue-collar,married,primary,no,low,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
20+,blue-collar,married,secondary,no,low,apr,0
30+,blue-collar,married,primary,no,medium,apr,0
30+,services,divorced,secondary,no,low,apr,0
30+,services,single,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
30+,management,single,tertiary,no,medium,apr,0
30+,services,married,secondary,no,low,apr,0
30+,technician,married,secondary,no,low,apr,0
40+,entrepreneur,married,tertiary,no,low,apr,0
40+,blue-collar,married,secondary,no,medium,apr,0
30+,technician,single,secondary,no,low,apr,0
50+,blue-collar,married,unknown,no,medium,apr,0
20+,blue-collar,single,secondary,no,medium,apr,0
40+,blue-collar,divorced,secondary,no,low,apr,0
40+,management,married,tertiary,no,low,apr,0
40+,services,divorced,primary,no,low,apr,0
20+,admin.,single,secondary,no,medium,apr,0
30+,management,single,tertiary,no,low,apr,0
30+,blue-collar,married,primary,no,low,apr,0
40+,blue-collar,married,secondary,no,low,apr,0
30+,blue-collar,divorced,secondary,no,low,apr,0
30+,blue-collar,divorced,secondary,no,low,apr,0
30+,blue-collar,single,secondary,no,low,apr,0
40+,blue-collar,married,secondary,no,low,apr,0
30+,self-employed,divorced,primary,no,low,apr,0
40+,management,married,secondary,no,low,apr,0
20+,technician,single,secondary,no,low,apr,1
30+,services,married,secondary,no,low,apr,0
40+,technician,divorced,secondary,no,low,apr,0
50+,technician,divorced,secondary,no,low,apr,0
30+,services,single,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
30+,blue-collar,single,secondary,no,medium,apr,0
30+,management,married,tertiary,no,low,apr,0
30+,blue-collar,married,primary,no,low,apr,0
40+,blue-collar,married,secondary,no,low,apr,0
30+,management,single,tertiary,no,medium,apr,0
20+,self-employed,single,tertiary,no,medium,apr,0
30+,blue-collar,married,primary,no,medium,apr,0
20+,services,single,secondary,no,low,apr,0
30+,blue-collar,married,tertiary,no,low,apr,0
30+,technician,single,secondary,no,low,apr,0
20+,management,single,tertiary,no,medium,apr,0
50+,management,married,tertiary,no,medium,apr,0
30+,admin.,married,secondary,no,medium,apr,0
40+,management,married,tertiary,no,medium,apr,0
30+,technician,married,tertiary,no,medium,apr,0
40+,housemaid,single,secondary,no,low,apr,0
40+,services,divorced,primary,no,medium,apr,0
30+,technician,married,primary,no,medium,apr,0
30+,management,married,tertiary,no,low,apr,1
30+,management,married,tertiary,no,low,apr,0
30+,blue-collar,married,primary,no,low,apr,0
50+,services,divorced,primary,no,low,apr,0
50+,admin.,divorced,secondary,no,low,apr,0
20+,blue-collar,married,secondary,no,low,apr,0
50+,housemaid,married,tertiary,no,medium,apr,1
30+,technician,married,secondary,no,medium,apr,0
20+,blue-collar,married,secondary,no,low,apr,0
30+,technician,married,secondary,no,low,apr,0
40+,blue-collar,married,secondary,no,medium,apr,0
40+,technician,married,secondary,no,low,apr,0
20+,blue-collar,single,secondary,no,medium,apr,0
40+,self-employed,married,secondary,no,low,apr,1
30+,management,single,tertiary,no,low,apr,0
30+,blue-collar,married,primary,no,low,apr,0
70+,retired,married,secondary,no,medium,apr,0
20+,services,single,secondary,no,low,apr,0
20+,unemployed,married,secondary,no,low,apr,0
50+,technician,divorced,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
40+,blue-collar,married,primary,no,low,apr,0
30+,blue-collar,married,primary,no,low,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
30+,services,married,secondary,no,low,apr,0
40+,blue-collar,divorced,secondary,no,medium,apr,0
30+,management,single,tertiary,no,low,apr,0
30+,services,married,secondary,no,low,apr,0
50+,blue-collar,married,primary,no,low,apr,0
30+,services,married,secondary,no,low,apr,0
50+,blue-collar,married,secondary,no,low,apr,0
50+,blue-collar,married,primary,no,high,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
30+,admin.,single,secondary,no,low,apr,0
40+,blue-collar,married,primary,no,low,apr,0
20+,blue-collar,married,secondary,no,low,apr,0
40+,management,married,secondary,no,low,apr,0
30+,technician,single,tertiary,no,medium,apr,0
30+,blue-collar,married,primary,no,low,apr,0
30+,technician,married,secondary,no,low,apr,0
30+,blue-collar,single,secondary,no,low,apr,0
30+,admin.,married,secondary,no,low,apr,0
50+,management,married,primary,no,low,apr,0
30+,admin.,married,tertiary,no,low,apr,0
30+,services,single,secondary,no,low,apr,0
40+,blue-collar,married,primary,no,low,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
20+,blue-collar,married,secondary,no,low,apr,0
30+,housemaid,married,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
30+,self-employed,married,secondary,no,low,apr,0
30+,admin.,married,tertiary,no,low,apr,0
30+,management,single,tertiary,no,medium,apr,0
30+,blue-collar,married,primary,no,low,apr,0
30+,services,divorced,primary,no,low,apr,0
40+,blue-collar,married,unknown,no,low,apr,0
30+,management,married,tertiary,no,low,apr,0
40+,management,married,tertiary,no,medium,apr,0
30+,services,married,unknown,no,medium,apr,0
30+,admin.,single,secondary,no,low,apr,0
30+,technician,single,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,medium,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
40+,blue-collar,married,secondary,no,low,apr,0
30+,technician,single,secondary,no,low,apr,0
20+,technician,single,secondary,no,low,apr,0
40+,technician,married,secondary,no,medium,apr,0
50+,blue-collar,married,secondary,no,medium,apr,0
20+,services,married,secondary,no,low,apr,0
70+,retired,married,secondary,no,low,apr,1
30+,admin.,married,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,medium,apr,0
40+,blue-collar,married,primary,no,medium,apr,1
30+,blue-collar,single,secondary,no,medium,apr,0
40+,admin.,married,secondary,no,medium,apr,0
50+,blue-collar,married,primary,no,low,apr,0
50+,technician,married,secondary,no,medium,apr,1
50+,blue-collar,married,secondary,no,medium,apr,0
20+,admin.,single,secondary,no,medium,apr,0
20+,blue-collar,married,primary,no,low,apr,0
30+,technician,single,tertiary,no,medium,apr,0
30+,blue-collar,married,secondary,no,medium,apr,0
40+,management,married,tertiary,no,low,apr,0
40+,blue-collar,married,primary,no,medium,apr,0
30+,admin.,single,secondary,no,low,apr,0
30+,technician,single,tertiary,no,medium,apr,0
40+,services,divorced,secondary,no,low,apr,0
30+,entrepreneur,single,tertiary,no,medium,apr,0
40+,blue-collar,married,secondary,no,medium,apr,0
40+,blue-collar,married,primary,no,low,apr,0
30+,blue-collar,married,primary,no,medium,apr,0
40+,admin.,divorced,tertiary,no,low,apr,0
20+,admin.,single,secondary,no,low,apr,0
40+,blue-collar,married,secondary,no,medium,apr,0
30+,admin.,married,secondary,no,low,apr,0
30+,admin.,married,secondary,no,low,apr,1
30+,blue-collar,single,secondary,no,low,apr,0
40+,technician,married,secondary,no,medium,apr,1
30+,technician,single,secondary,no,medium,apr,0
40+,technician,married,secondary,no,medium,apr,0
30+,admin.,married,secondary,no,medium,apr,0
30+,admin.,divorced,primary,no,medium,apr,0
30+,self-employed,single,primary,no,low,apr,0
30+,technician,married,secondary,no,low,apr,0
40+,technician,married,unknown,no,medium,apr,0
50+,retired,married,primary,no,medium,apr,0
30+,services,married,secondary,no,low,apr,0
40+,services,married,secondary,no,medium,apr,0
30+,admin.,single,secondary,no,low,apr,0
50+,management,married,tertiary,no,low,apr,0
40+,blue-collar,married,primary,no,low,apr,0
30+,technician,single,secondary,no,low,apr,0
30+,blue-collar,married,primary,no,low,apr,0
30+,blue-collar,single,secondary,no,high,apr,0
30+,blue-collar,single,secondary,no,medium,apr,0
30+,services,single,secondary,no,low,apr,0
30+,management,single,tertiary,no,low,apr,0
50+,technician,married,secondary,no,low,apr,0
30+,housemaid,married,primary,no,low,apr,0
40+,management,divorced,tertiary,no,low,apr,0
30+,admin.,married,primary,no,medium,apr,0
30+,management,single,tertiary,no,low,apr,0
20+,technician,single,secondary,no,low,apr,1
20+,blue-collar,single,secondary,no,low,apr,0
20+,blue-collar,single,secondary,no,medium,apr,0
30+,blue-collar,married,secondary,no,medium,apr,0
30+,admin.,married,secondary,no,low,apr,0
30+,self-employed,single,tertiary,no,low,apr,0
30+,management,single,tertiary,no,low,apr,0
20+,blue-collar,married,secondary,no,medium,apr,0
30+,blue-collar,married,secondary,no,high,apr,0
50+,admin.,married,secondary,no,low,apr,0
20+,student,single,secondary,no,medium,apr,1
40+,blue-collar,married,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,medium,apr,0
30+,management,single,tertiary,no,medium,apr,0
50+,blue-collar,married,primary,no,medium,apr,0
30+,services,single,secondary,no,low,apr,0
50+,technician,married,secondary,no,low,apr,1
40+,technician,married,primary,no,low,apr,1
40+,blue-collar,married,unknown,no,low,apr,0
30+,admin.,married,secondary,no,high,apr,0
20+,blue-collar,married,secondary,no,medium,apr,0
30+,management,single,secondary,no,low,apr,0
40+,services,married,secondary,no,medium,apr,0
40+,technician,married,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,medium,apr,0
50+,entrepreneur,married,primary,no,low,apr,0
30+,management,married,tertiary,no,low,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
30+,blue-collar,married,primary,no,medium,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
30+,entrepreneur,married,secondary,no,low,apr,1
30+,services,single,unknown,no,low,apr,0
40+,technician,married,secondary,no,low,apr,0
40+,blue-collar,married,primary,no,medium,apr,0
30+,admin.,single,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,high,apr,0
30+,blue-collar,married,secondary,no,medium,apr,0
30+,blue-collar,single,primary,no,medium,apr,0
30+,services,married,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,medium,apr,0
30+,management,married,tertiary,no,low,apr,1
30+,services,single,secondary,no,low,apr,0
30+,management,divorced,tertiary,no,medium,apr,0
20+,blue-collar,married,secondary,no,medium,apr,0
40+,blue-collar,married,secondary,no,low,apr,0
20+,technician,married,secondary,no,medium,apr,1
40+,blue-collar,married,secondary,no,low,apr,0
30+,blue-collar,single,secondary,no,low,apr,0
50+,technician,married,tertiary,no,low,apr,0
30+,admin.,married,secondary,no,low,apr,0
30+,technician,married,secondary,no,low,apr,0
30+,blue-collar,single,secondary,no,low,apr,0
30+,blue-collar,single,secondary,no,medium,apr,0
30+,technician,married,secondary,no,low,apr,0
60+,management,single,tertiary,no,low,apr,0
20+,student,single,secondary,no,low,apr,0
30+,blue-collar,married,primary,no,low,apr,0
30+,blue-collar,married,primary,no,low,apr,0
50+,technician,married,secondary,no,low,apr,0
30+,technician,married,secondary,no,low,apr,0
30+,technician,single,secondary,no,medium,apr,0
40+,blue-collar,married,primary,no,low,apr,0
30+,blue-collar,married,primary,no,low,apr,0
30+,services,married,secondary,no,low,apr,0
20+,management,single,secondary,no,medium,apr,1
40+,management,married,primary,no,medium,apr,0
30+,management,married,tertiary,no,low,apr,1
50+,admin.,married,primary,no,low,apr,0
30+,blue-collar,married,primary,no,low,apr,0
30+,admin.,single,secondary,no,low,apr,0
40+,technician,married,primary,no,medium,apr,0
30+,management,married,tertiary,no,medium,apr,0
40+,blue-collar,married,primary,no,medium,apr,0
50+,unemployed,divorced,secondary,no,low,apr,0
50+,technician,married,tertiary,no,medium,apr,0
40+,blue-collar,married,primary,no,low,apr,0
50+,services,single,secondary,no,low,apr,0
50+,retired,married,primary,no,low,apr,0
40+,blue-collar,divorced,secondary,no,low,apr,0
40+,blue-collar,single,secondary,no,low,apr,0
30+,management,married,tertiary,no,low,apr,0
30+,technician,single,secondary,no,low,apr,0
40+,management,married,primary,no,medium,apr,1
30+,management,single,tertiary,no,medium,apr,0
50+,services,divorced,secondary,no,medium,apr,0
30+,blue-collar,single,primary,no,low,apr,0
20+,admin.,married,secondary,no,medium,apr,0
40+,blue-collar,married,secondary,no,medium,apr,0
30+,technician,married,secondary,no,low,apr,0
30+,management,single,tertiary,no,medium,apr,0
40+,admin.,married,secondary,no,low,apr,0
50+,blue-collar,married,primary,no,medium,apr,0
30+,management,single,tertiary,no,low,apr,0
30+,services,married,secondary,no,medium,apr,0
30+,admin.,single,secondary,no,low,apr,0
30+,admin.,married,secondary,no,low,apr,0
30+,unemployed,single,secondary,no,medium,apr,0
30+,blue-collar,married,secondary,no,medium,apr,0
30+,entrepreneur,married,secondary,yes,low,apr,0
40+,admin.,married,secondary,no,medium,apr,0
20+,student,single,secondary,no,medium,apr,0
20+,unemployed,married,secondary,no,low,apr,0
50+,admin.,married,secondary,no,low,apr,0
30+,management,married,tertiary,no,high,apr,0
30+,management,married,tertiary,no,low,apr,0
30+,blue-collar,single,secondary,no,low,apr,0
30+,blue-collar,married,secondary,no,medium,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
20+,technician,single,secondary,no,low,apr,0
50+,admin.,married,secondary,no,low,apr,0
30+,management,single,tertiary,no,low,apr,0
30+,technician,single,tertiary,no,medium,apr,0
30+,blue-collar,married,secondary,no,medium,apr,0
50+,entrepreneur,divorced,tertiary,no,low,apr,0
40+,unemployed,married,secondary,no,low,apr,0
30+,housemaid,married,primary,no,medium,apr,0
30+,blue-collar,married,secondary,no,low,apr,0
40+,blue-collar,married,primary,no,low,apr,0
50+,blue-collar,married,primary,no,low,apr,0
40+,blue-collar,married,primary,no,low,apr,0
50+,retired,married,primary,no,low,apr,0
20+,blue-collar,single,secondary,no,low,apr,0
30+,blue-collar,married,primary,no,low,apr,0
30+,technician,married,secondary,no,low,apr,0
30+,technician,single,secondary,no,low,apr,0
50+,unknown,married,primary,no,low,apr,1
30+,services,married,secondary,no,low,apr,0
20+,blue-collar,single,unknown,no,low,apr,0
